Map,Street,City,LatLong,Phone
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C4680+Ga+Highway+196%2CGlennville+GA+30427&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.8771%2C-81.8799&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=5xaE8vPRNsGb-zFPF7gs7sLYIic="" alt=""Google map showing the dropped pin on Dollar General,4680 Ga Highway 196,Glennville GA 30427"">",4680 Ga Highway 196,"Glennville, GA 30427","<div class=""store-details__main-travel"" data-latitude=""31.8771"" data-longitude=""-81.8799"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(912) 290-2090
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C404+N+Veterans+Blvd%2CGlennville+GA+30427-2054&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.94108%2C-81.927667&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=-UXrmGE5wb-9xqOJduFoDNPAMuM="" alt=""Google map showing the dropped pin on Dollar General,404 N Veterans Blvd,Glennville GA 30427-2054"">",404 N Veterans Blvd,"Glennville, GA 30427-2054","<div class=""store-details__main-travel"" data-latitude=""31.94108"" data-longitude=""-81.927667"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(912) 290-6990
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C13727+Highway+301%2CGlennville+GA+30427&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.0263%2C-81.914&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=TlgS1N1wgJ0QLqJmX_L2cirfgIU="" alt=""Google map showing the dropped pin on Dollar General,13727 Highway 301,Glennville GA 30427"">",13727 Highway 301,"Glennville, GA 30427","<div class=""store-details__main-travel"" data-latitude=""32.0263"" data-longitude=""-81.914"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(912) 290-2920
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C29+W+Second+Ave%2CGlenwood+GA+30428-0275&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.1797%2C-82.6708&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=XQzCmykSbBW0wwIanesGv9tQ5iU="" alt=""Google map showing the dropped pin on Dollar General,29 W Second Ave,Glenwood GA 30428-0275"">",29 W Second Ave,"Glenwood, GA 30428-0275","<div class=""store-details__main-travel"" data-latitude=""32.1797"" data-longitude=""-82.6708"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 531-0175
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C101+Queens+Cemetery+Rd%2CGood+Hope+GA+30641&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.7839%2C-83.6086&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=SiQnBR5bG0isQGx2gFKwZ1HIVGQ="" alt=""Google map showing the dropped pin on Dollar General,101 Queens Cemetery Rd,Good Hope GA 30641"">",101 Queens Cemetery Rd,"Good Hope, GA 30641","<div class=""store-details__main-travel"" data-latitude=""33.7839"" data-longitude=""-83.6086"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 352-9825
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C101+Register+Rd%2CGordon+GA+31031-2027&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.98359%2C-83.27241&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=EenhY4mA6W5mIHL-qBsVJYRjWq0="" alt=""Google map showing the dropped pin on Dollar General,101 Register Rd,Gordon GA 31031-2027"">",101 Register Rd,"Gordon, GA 31031-2027","<div class=""store-details__main-travel"" data-latitude=""32.98359"" data-longitude=""-83.27241"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 250-9362
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C175+Milledgeville+Hwy%2CGordon+GA+31031-3803&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.885912%2C-83.320525&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=YfiKNVh80jAhMsFepbHZQnkIkfM="" alt=""Google map showing the dropped pin on Dollar General,175 Milledgeville Hwy,Gordon GA 31031-3803"">",175 Milledgeville Hwy,"Gordon, GA 31031-3803","<div class=""store-details__main-travel"" data-latitude=""32.885912"" data-longitude=""-83.320525"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 250-8241
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C21+Lagrange+St%2CGrantville+GA+30220-0718&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.234873%2C-84.837295&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=nCnHubAQss-Zddty1YkkUUsEyr0="" alt=""Google map showing the dropped pin on Dollar General,21 Lagrange St,Grantville GA 30220-0718"">",21 Lagrange St,"Grantville, GA 30220-0718","<div class=""store-details__main-travel"" data-latitude=""33.234873"" data-longitude=""-84.837295"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 625-2499
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C107+Homer+Roberts+Rd%2CGray+GA+31032-5019&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.9625%2C-83.5807&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=kZhAf0axuEb9HxW0FLPHI-Zy1F4="" alt=""Google map showing the dropped pin on Dollar General,107 Homer Roberts Rd,Gray GA 31032-5019"">",107 Homer Roberts Rd,"Gray, GA 31032-5019","<div class=""store-details__main-travel"" data-latitude=""32.9625"" data-longitude=""-83.5807"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 250-1858
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C188+W+Clinton+St%2CGray+GA+31032-1688&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.007847%2C-83.540893&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=bzo-qkb7uCMgMVerEOyiy8zZRac="" alt=""Google map showing the dropped pin on Dollar General,188 W Clinton St,Gray GA 31032-1688"">",188 W Clinton St,"Gray, GA 31032-1688","<div class=""store-details__main-travel"" data-latitude=""33.007847"" data-longitude=""-83.540893"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 250-1883
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1020+Thomas+Dr%2CGreensboro+GA+30642&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.57676%2C-83.17375&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=vK8JSk4ns-Ok2Q7HhvNCEIvVets="" alt=""Google map showing the dropped pin on Dollar General,1020 Thomas Dr,Greensboro GA 30642"">",1020 Thomas Dr,"Greensboro, GA 30642","<div class=""store-details__main-travel"" data-latitude=""33.57676"" data-longitude=""-83.17375"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 815-3921
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C3980+Highway+77+S%2CGreensboro+GA+30642-4261&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.5377%2C-83.0806&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=RsKdXvRTjmeOEYJCB02TG13xQKY="" alt=""Google map showing the dropped pin on Dollar General,3980 Highway 77 S,Greensboro GA 30642-4261"">",3980 Highway 77 S,"Greensboro, GA 30642-4261","<div class=""store-details__main-travel"" data-latitude=""33.5377"" data-longitude=""-83.0806"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 817-4860
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1021+Willow+Run+Rd%2CGreensboro+GA+30642-2777&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.5539%2C-83.198&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=637H0Tm8wFoxD8D8yjSRJf3yitc="" alt=""Google map showing the dropped pin on Dollar General,1021 Willow Run Rd,Greensboro GA 30642-2777"">",1021 Willow Run Rd,"Greensboro, GA 30642-2777","<div class=""store-details__main-travel"" data-latitude=""33.5539"" data-longitude=""-83.198"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 817-4722
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C579+S+Talbotton+St%2CGreenville+GA+30222-0117&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.0258%2C-84.7119&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=8dMOy-GzSrdR7QfduHxHTvXxuhQ="" alt=""Google map showing the dropped pin on Dollar General,579 S Talbotton St,Greenville GA 30222-0117"">",579 S Talbotton St,"Greenville, GA 30222-0117","<div class=""store-details__main-travel"" data-latitude=""33.0258"" data-longitude=""-84.7119"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 787-0080
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1665+W+Mcintosh+Rd%2CGriffin+GA+30223-1717&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.274252%2C-84.297776&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=JN6MeCjP02TeSnV-xFE8Kh8ebHI="" alt=""Google map showing the dropped pin on Dollar General,1665 W Mcintosh Rd,Griffin GA 30223-1717"">",1665 W Mcintosh Rd,"Griffin, GA 30223-1717","<div class=""store-details__main-travel"" data-latitude=""33.274252"" data-longitude=""-84.297776"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 497-3304
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1019+Memorial+Dr%2CGriffin+GA+30224-1872&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.24014%2C-84.246187&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=F7_Ds49Tx0W1AXcJnLFW3Geibts="" alt=""Google map showing the dropped pin on Dollar General,1019 Memorial Dr,Griffin GA 30224-1872"">",1019 Memorial Dr,"Griffin, GA 30224-1872","<div class=""store-details__main-travel"" data-latitude=""33.24014"" data-longitude=""-84.246187"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 765-6780
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C821+W+Taylor+St%2CGriffin+GA+30223-2721&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.24755%2C-84.27623&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=gjOBOJc7LMIbdUyPxl3upc-g-oI="" alt=""Google map showing the dropped pin on Dollar General,821 W Taylor St,Griffin GA 30223-2721"">",821 W Taylor St,"Griffin, GA 30223-2721","<div class=""store-details__main-travel"" data-latitude=""33.24755"" data-longitude=""-84.27623"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 497-3530
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C3430+Jackson+Rd%2CGriffin+GA+30223-6625&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.2926%2C-84.1898&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=S5skE32R5LpBdUIyCeijDNuPxR4="" alt=""Google map showing the dropped pin on Dollar General,3430 Jackson Rd,Griffin GA 30223-6625"">",3430 Jackson Rd,"Griffin, GA 30223-6625","<div class=""store-details__main-travel"" data-latitude=""33.2926"" data-longitude=""-84.1898"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 497-3022
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C21+Bicycle+Rd%2CGriffin+GA+30223-6104&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.3067%2C-84.3768&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=8lAD2hC10MXD2WB_qUX0HpYm3Ps="" alt=""Google map showing the dropped pin on Dollar General,21 Bicycle Rd,Griffin GA 30223-6104"">",21 Bicycle Rd,"Griffin, GA 30223-6104","<div class=""store-details__main-travel"" data-latitude=""33.3067"" data-longitude=""-84.3768"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 497-3315
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2841+Shackleford+Rd%2CGriffin+GA+30224&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.17688%2C-84.26661&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=BxCHUhpHHjspy8e9ao17uAD27vY="" alt=""Google map showing the dropped pin on Dollar General,2841 Shackleford Rd,Griffin GA 30224"">",2841 Shackleford Rd,"Griffin, GA 30224","<div class=""store-details__main-travel"" data-latitude=""33.17688"" data-longitude=""-84.26661"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 402-2072
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2897+N+Expressway%2CGriffin+GA+30223&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.310964%2C-84.2917&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=qevD7omSnUQbZy9Fp4NL3i28ub8="" alt=""Google map showing the dropped pin on Dollar General,2897 N Expressway,Griffin GA 30223"">",2897 N Expressway,"Griffin, GA 30223","<div class=""store-details__main-travel"" data-latitude=""33.310964"" data-longitude=""-84.2917"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 497-3296
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1523+A+Zebulon+Rd%2CGriffin+GA+30224-5153&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.204183%2C-84.282258&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Vhz7u5ZXLw2XNgybtG-CP3VvQwI="" alt=""Google map showing the dropped pin on Dollar General,1523 A Zebulon Rd,Griffin GA 30224-5153"">",1523 A Zebulon Rd,"Griffin, GA 30224-5153","<div class=""store-details__main-travel"" data-latitude=""33.204183"" data-longitude=""-84.282258"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 497-3313
